time_s,adc_23,adc_21,adc_19,adc_17,adc_15
0.0005974769592285156,12,11,10,11,10
0.0009856224060058594,12,11,11,11,11
0.0013544559478759766,12,11,11,10,10
0.001627206802368164,12,11,10,10,10
0.0018908977508544922,11,11,11,10,10
0.0021708011627197266,12,11,11,10,9
0.0023488998413085938,11,11,11,10,11
0.0025026798248291016,12,11,10,10,10
0.0026476383209228516,12,11,11,10,11
0.002781391143798828,11,11,10,10,10
0.002914905548095703,13,11,11,10,10
0.003067493438720703,11,11,10,10,10
0.003211498260498047,12,11,11,11,10
0.003361225128173828,11,12,10,10,10
0.0034933090209960938,12,11,11,10,10
0.003626108169555664,11,12,11,11,10
0.003763914108276367,11,11,12,10,10
0.0039010047912597656,12,11,11,10,10
0.004034996032714844,12,12,10,10,10
0.004231452941894531,11,11,11,10,10
0.004377603530883789,12,11,11,11,10
0.004522085189819336,12,11,11,10,10
0.004655599594116211,12,11,11,10,10
0.004831790924072266,12,12,11,10,10
0.004964113235473633,12,11,10,10,10
0.005095005035400391,11,11,10,10,10
0.0055468082427978516,12,11,10,10,10
0.005685567855834961,11,11,11,10,10
0.0058176517486572266,12,11,11,11,10
0.00597834587097168,12,11,10,10,10
0.006114006042480469,12,11,11,10,9
0.006261348724365234,12,11,10,10,10
0.006392955780029297,11,11,11,10,10
0.0065305233001708984,12,11,11,10,10
0.006654024124145508,12,11,10,10,9
0.006785392761230469,12,11,11,10,10
0.0069179534912109375,11,11,10,10,10
0.007048845291137695,12,11,10,10,10
0.00719451904296875,12,11,10,11,10
0.007325410842895508,12,11,11,10,10
0.0074574947357177734,12,11,11,11,10
0.007593393325805664,11,11,11,10,10
0.007724761962890625,12,11,10,11,11
0.007855415344238281,12,11,11,10,10
0.007987022399902344,11,11,11,10,10
0.008117198944091797,12,12,11,10,10
0.008258342742919922,11,11,11,10,10
0.00838923454284668,12,11,11,10,10
0.008521080017089844,12,11,10,11,10
0.0086517333984375,12,11,11,10,10
0.008783817291259766,12,11,10,10,10
0.008914947509765625,12,11,12,10,10
0.009047508239746094,12,11,10,10,10
0.009185314178466797,12,11,10,10,10
0.009336471557617188,11,11,11,10,10
0.009503841400146484,12,12,10,10,10
0.009644269943237305,11,11,10,10,10
0.00977468490600586,11,11,11,11,10
0.00990605354309082,12,11,11,10,10
0.010036706924438477,11,11,11,11,10
0.010171175003051758,12,11,10,10,9
0.010301828384399414,12,11,10,10,10
0.01043248176574707,12,11,10,10,10
0.010563850402832031,12,11,11,10,10
0.010695695877075195,11,11,11,11,10
0.010827064514160156,12,12,10,10,10
0.01095890998840332,12,11,11,10,10
0.011088371276855469,12,11,11,10,10
0.011229276657104492,11,11,11,11,10
0.011360645294189453,12,11,11,11,10
0.011491775512695312,12,11,11,10,10
0.011622428894042969,11,11,10,10,10
0.011754035949707031,11,11,11,10,10
0.011891841888427734,12,11,10,10,10
0.012022972106933594,12,11,11,10,10
0.012164592742919922,12,11,10,10,10
0.01229715347290039,12,12,11,10,10
0.012428998947143555,12,11,11,10,10
0.012560606002807617,11,11,11,10,10
0.012691259384155273,11,12,11,10,10
0.012822151184082031,12,11,11,10,10
0.012952089309692383,13,11,10,10,10
0.013083219528198242,12,11,11,10,10
0.013221263885498047,11,11,10,10,10
0.01334381103515625,12,11,11,10,9
0.0134735107421875,12,12,11,10,10
0.01360321044921875,11,11,11,10,10
0.013732433319091797,11,11,10,10,10
0.013862371444702148,11,11,11,10,10
0.013991832733154297,12,11,11,10,10
0.014122247695922852,11,11,11,10,10
0.014262199401855469,12,11,10,10,10
0.014395713806152344,11,11,11,10,10
0.014528512954711914,11,11,10,11,10
