time_s,adc_23,adc_21,adc_19,adc_17,adc_15
0.00026607513427734375,14,12,12,10,12
0.00040435791015625,12,11,11,11,10
0.0005164146423339844,14,12,12,11,10
0.0006287097930908203,14,12,11,11,10
0.0007386207580566406,14,12,11,11,11
0.0008938312530517578,14,11,12,11,12
0.0009970664978027344,14,11,10,11,9
0.0011081695556640625,13,12,12,10,11
0.0012145042419433594,13,11,13,11,10
0.0013093948364257812,15,12,11,11,11
0.0014052391052246094,14,11,13,10,11
0.001501321792602539,12,11,12,11,10
0.0015974044799804688,13,12,11,11,11
0.0016932487487792969,15,11,12,11,11
0.0018181800842285156,13,12,12,11,11
0.0019183158874511719,13,11,11,11,11
0.0020148754119873047,13,11,11,11,10
0.002110004425048828,15,12,11,12,11
0.0022058486938476562,14,12,12,12,11
0.002301454544067383,14,12,11,11,11
0.0023975372314453125,14,11,12,11,10
0.0024924278259277344,13,11,11,10,11
0.002588033676147461,13,11,12,11,11
0.0026826858520507812,14,12,11,11,11
0.0027883052825927734,14,12,12,11,11
0.003124713897705078,15,11,10,11,11
0.0032210350036621094,15,11,11,11,11
0.003316164016723633,13,12,10,11,11
0.003411531448364258,15,12,11,11,10
0.0035064220428466797,13,11,12,11,10
0.003618001937866211,13,12,10,11,11
0.0037145614624023438,14,11,10,12,10
0.0038166046142578125,13,11,11,12,11
0.003911733627319336,14,13,11,11,11
0.004006862640380859,14,13,12,11,10
0.004101991653442383,15,11,12,11,11
0.004196643829345703,14,11,12,12,10
0.0042912960052490234,14,12,10,11,11
0.0043866634368896484,14,11,11,11,11
0.004485607147216797,13,12,12,12,11
0.004580259323120117,13,12,10,11,12
0.004675626754760742,13,11,12,11,10
0.004770517349243164,14,11,11,11,11
0.004886150360107422,13,11,12,11,11
0.004981279373168945,13,11,11,11,10
0.005076169967651367,12,11,10,11,11
0.005171060562133789,14,11,10,10,11
0.005265474319458008,14,11,12,11,11
0.005360603332519531,13,11,11,11,11
0.005455970764160156,13,11,11,11,10
0.005550861358642578,13,12,11,10,10
0.0056455135345458984,13,10,11,10,10
0.005740642547607422,13,11,11,11,10
0.005853176116943359,13,12,10,11,10
0.0059435367584228516,12,12,9,10,10
0.006038665771484375,13,11,11,11,11
0.006133317947387695,13,11,12,10,11
0.006227731704711914,13,11,12,11,11
0.006322383880615234,14,12,10,10,11
0.006416797637939453,12,11,11,11,11
